log_prob_no_pheno,log_prob_yes_pheno,odds_no_pheno,odds_yes_pheno,model#,feature,model
6.944437808636309,7.01805089427575,1.0878003077180545,0.9192863735236124,1,nullB_42,main
7.584475163882306,7.658554341350273,1.0874103009243306,0.9196160815747016,1,nullB_43,main
6.497423697615273,6.568525796373555,1.0854403724172956,0.9212850612631828,1,nullB_44,main
6.762116251842355,6.83347961774778,1.085305456998005,0.9213995871411512,1,nullB_45,main
5.753273962602954,5.820857776935193,1.0824882994316314,0.9237975140470871,1,nullB_46,main
5.876597178634953,5.94221863393946,1.0797463398750071,0.9261434496881568,1,nullB_47,main
6.181086369403115,6.246942172246093,1.0794523729762033,0.9263956660198523,1,nullB_48,main
5.8458255199682,5.91046993562488,1.078576308959006,0.9271481226628793,1,nullB_49,main
7.517783789383634,7.584446369196551,1.0784133214362703,0.9272882485058356,1,nullB_50,main
7.619566483693577,7.684529827753534,1.076218020491136,0.9291797581531355,1,nullB_51,main
6.840897129695469,6.903275379683321,1.0740702024088522,0.9310378388277298,1,nullB_52,main
5.961338407090044,6.018811079420844,1.0693675470760937,0.9351321748394542,1,nullB_53,main
5.7422848410273595,5.796663048348136,1.0658828637088622,0.938189395897017,1,nullB_54,main
8.007332014702339,8.064019449458437,1.0658173122525236,0.9382470977944394,1,nullB_55,main
5.609436741903969,5.662633771720298,1.0646390616927803,0.9392854686451162,1,nullB_56,main
6.569744359194899,6.621635621687503,1.0615804128449584,0.9419917586083494,1,nullB_57,main
5.864174658636396,5.9149442160198005,1.0611888909019027,0.9423393031848473,1,nullB_58,main
6.607965572015096,6.658676893367852,1.060092634507246,0.9433137892376942,1,nullB_59,main
6.451961323538515,6.501834421874882,1.059262899512821,0.9440526997215919,1,nullB_60,main
6.26963976674456,6.31816968153446,1.0578521449839686,0.945311690997379,1,nullB_61,main
5.609436741903969,5.655689299367487,1.0559747137037807,0.9469923730394527,1,nullB_62,main
6.20683886550553,6.253211785259688,1.0552908437137913,0.9476060613591498,1,nullB_63,main
5.934491157053856,5.979781735515108,1.054317204900509,0.9484811547719789,1,nullB_64,main
6.661311552720389,6.70699547063866,1.0539221698178034,0.9488366680557394,1,nullB_65,main
5.414436726850243,5.4584848118818226,1.0535342613104572,0.9491860271882685,1,nullB_66,main
6.26963976674456,6.311480693383664,1.0496873252666385,0.9526646420599418,1,nullB_67,main
6.451961323538515,6.493802250177619,1.0494906832793924,0.9528431418516775,1,nullB_68,main
5.6942756218409984,5.73486732907967,1.0488506343354644,0.9534246033359979,1,nullB_69,main
6.762116251842355,6.800327410430879,1.044821463123272,0.9571013185455745,1,nullB_70,main
6.2604231116396365,6.298235466633643,1.0448089982872095,0.957112737006796,1,nullB_71,main
6.6890911168274645,6.7269961373453295,1.0445181905549057,0.9573792099003511,1,nullB_72,main
7.4552634324023,7.493474590990824,1.0442756236543271,0.9576015922890264,1,nullB_73,main
6.44091148735193,6.477928901021328,1.0436750575986633,0.9581526287509897,1,nullB_74,main
5.609436741903969,5.645362185211638,1.0432172912207918,0.9585730685404782,1,nullB_75,main
6.164279251086734,6.198152008076661,1.0401372976546495,0.961411538894766,1,nullB_76,main
8.649185900874734,8.683058657864661,1.0385041936650619,0.9629234105168378,1,nullB_77,main
6.90871972603423,6.940089352806038,1.0365521177499344,0.964736825940524,1,nullB_78,main
5.704746921708294,5.73486732907967,1.0360199522604006,0.9652323758998929,1,nullB_79,main
5.54012494201374,5.569543348654286,1.03532399866712,0.9658812133084943,1,nullB_80,main
5.50073254030308,5.529102379095775,1.0340819726918404,0.9670413240034336,1,nullB_81,main
6.224383175156439,6.253211785259688,1.0340152022898996,0.9671037696403587,1,nullB_82,main
5.633651000024564,5.659155507343973,1.0304766503677802,0.9704247055409715,1,nullB_83,main
6.661311552720389,6.6873869992502835,1.030436260342773,0.970462743292197,1,nullB_84,main
5.921333072476345,5.946837579795754,1.0302510204038042,0.9706372332521958,1,nullB_85,main
5.678771435305033,5.70171512176277,1.0273429426701108,0.973384795344926,1,nullB_86,main
5.513691684945584,5.535218606113212,1.0257495213402692,0.9748968721851079,1,nullB_87,main
5.710023978809137,5.731129006969063,1.0251042869211986,0.9755105044028283,1,nullB_88,main
6.189597059071024,6.2101281991233765,1.0241292001228546,0.9764393007054577,1,nullB_89,main
5.6942756218409984,5.708987881091849,1.0174430030545565,0.982856039107656,1,nullB_90,main
5.658466169144288,5.673141749318713,1.0174156994384496,0.9828824152722806,1,nullB_91,main
9.005860844813467,9.019530894485873,1.0153027102786671,0.9849279331929816,1,nullB_92,main
6.242240792556446,6.253211785259688,1.0128083236299492,0.9873536548514495,1,nullB_93,main
6.824636608823688,6.83347961774778,1.010189480912447,0.989913297351658,1,nullB_94,main
6.33665047702752,6.345382245059345,1.0101600644771496,0.9899421241895874,1,nullB_95,main
5.954558720104665,5.960823821770495,1.0073435331321148,0.9927100012154922,1,nullB_96,main
6.63428288033247,6.639984760355699,1.0065825380725792,0.9934605083799848,1,nullB_97,main
6.520954195025467,6.526325441883178,1.0062138243345968,0.9938245488341348,1,nullB_98,main
6.419171500715525,6.424276187529008,1.0059170328593228,0.9941177724742332,1,nullB_99,main
5.8458255199682,5.849845313808444,1.004718288695056,0.9953038690067199,1,nullC_0,main
8.75454641653256,8.757166630018382,1.0029237319545825,0.9970847913341481,1,nullC_1,main
6.251290628076363,6.253211785259688,1.002230916456157,0.9977740494535478,1,nullC_2,main
5.683912834805452,5.683761318146174,0.9998218417528277,1.0001781899931892,1,nullC_3,main
6.46313462413664,6.462303583118247,0.9990408292848392,1.0009600916069141,1,nullC_4,main
5.643503296467575,5.641943378462852,0.9981653193608024,1.0018380528792288,1,nullC_5,main
6.661311552720389,6.658676893367852,0.9969743323880259,1.0030348500595063,1,nullC_6,main
7.860728540510464,7.856380084680193,0.9951101979222785,1.0049138297325573,1,nullC_7,main
5.549093611996501,5.544463664257263,0.9945502469854505,1.0054796155659989,1,nullC_8,main
5.8337771814520245,5.829054544139371,0.9944827775517401,1.0055478310663584,1,nullC_9,main
6.485862875214196,6.477928901021328,0.9908838117556893,1.0092000577021822,1,nullC_10,main
7.288209347739134,7.279064719645369,0.9896537631156307,1.010454400589351,1,nullC_11,main
6.3073800947274075,6.298235466633643,0.989460424700502,1.0106518411817107,1,nullC_12,main
5.827807014465521,5.816784451547557,0.987167322210003,1.0129994961353341,1,nullC_13,main
6.63428288033247,6.621635621687503,0.9855499910824265,1.0146618731148314,1,nullC_14,main
5.609436741903969,5.5952682398927225,0.9834411005015482,1.0168377135041509,1,nullC_15,main
6.3668035151982085,6.352302687903919,0.983359023765738,1.0169225845617769,1,nullC_16,main
5.764385188028025,5.749961955302155,0.9832139850417819,1.0170725958068065,1,nullC_17,main
6.532930386072183,6.518094942746663,0.9830366292212768,1.0172560922700926,1,nullC_18,main
5.889175960841813,5.871077533914219,0.9790463172695338,1.0214021363043415,1,nullC_19,main
7.214101375585412,7.194981602434828,0.978461709439361,1.0220124000283877,1,nullC_20,main
5.947824687923321,5.928488441127558,0.9776607792115101,1.0228496644884402,1,nullC_21,main
5.567275931079691,5.547564441935511,0.9770100206343003,1.0235309555482082,1,nullC_22,main
6.20683886550553,6.186317550429657,0.9764487285449225,1.0241193119173526,1,nullC_23,main
5.5536082923510275,5.532155816582666,0.9749951764521431,1.0256460997467143,1,nullC_24,main
6.962786947304505,6.940089352806038,0.974371371911716,1.0263027309987576,1,nullC_25,main
6.061421865647026,6.038912258741931,0.9741109163732274,1.0265771414647131,1,nullC_26,main
6.569744359194899,6.54299249436839,0.969638305953196,1.031312391291057,1,nullC_27,main
5.851904566044582,5.824947762186717,0.9689193047267491,1.032077692251179,1,nullC_28,main
7.1016233921587215,7.07362074543056,0.9685515464860943,1.03246957131812,1,nullC_29,main
6.3668035151982085,6.338509365771583,0.9677823470101851,1.0332901846053986,1,nullC_30,main
6.251290628076363,6.222249559655721,0.9668639324553244,1.0342716968048726,1,nullC_31,main
6.099740729949163,6.069842559433289,0.9657871890208022,1.0354247927163807,1,nullC_32,main
6.419171500715525,6.387642054349228,0.9642031102383078,1.0371258808248864,1,nullC_33,main
5.689080804963894,5.655689299367487,0.9614831865195573,1.0400597888974725,1,nullC_34,main
8.179182271629,8.144062157131973,0.9613437811262635,1.0402106089753334,1,nullC_35,main
5.827807014465521,5.792686899968496,0.959671110821789,1.0420236565667549,1,nullC_36,main
5.810107437366121,5.773039902584699,0.9574633750221296,1.044426372942868,1,nullC_37,main
6.0172970607380885,5.979781735515108,0.9571746351902461,1.0447414330000941,1,nullC_38,main
6.107583907410189,6.069842559433289,0.9570114307823913,1.0449195984863673,1,nullC_39,main
6.419171500715525,6.3804735648706155,0.9562416036128116,1.0457608163270278,1,nullC_40,main
6.777383723973143,6.737148508809347,0.9548609074773167,1.0472729506142817,1,nullC_41,main
6.90871972603423,6.867768691226412,0.9541865193246061,1.0480131292441879,1,nullC_42,main
5.8337771814520245,5.792686899968496,0.9529825210806936,1.0493371891710963,1,nullC_43,main
6.387422802400944,6.345382245059345,0.9525200863152276,1.0498466272437845,1,nullC_44,main
6.569744359194899,6.526325441883178,0.9511820798561472,1.0513234229047246,1,nullC_45,main
5.792715694654251,5.749961955302155,0.9510756093001105,1.0514411159549057,1,nullC_46,main
7.396422932379366,7.351824073927798,0.9506142745873131,1.051951382104089,1,nullC_47,main
7.4552634324023,7.410092982051773,0.950043271130095,1.0525836352806126,1,nullC_48,main
6.703275751819421,6.658676893367852,0.9500179656151129,1.0526116728250765,1,nullC_49,main
5.995943936267519,5.951477959352257,0.9494146694673352,1.0532805444864735,1,nullC_50,main
6.661311552720389,6.612585786167585,0.9454754170950255,1.057668958831845,1,nullC_51,main
6.155980448272039,6.1071802298709335,0.9448216565666502,1.0584008029979544,1,nullC_52,main
6.17264750075725,6.123618956214093,0.94459111424529,1.0586591223642632,1,nullC_53,main
6.224383175156439,6.174621510666467,0.9438496196104126,1.0594908121197997,1,nullC_54,main
6.840897129695469,6.789516494326663,0.94278238936439,1.0606901563723365,1,nullC_55,main
6.17264750075725,6.118109300403124,0.9385558378717526,1.0654667092237975,1,nullC_56,main
6.5823231414017584,6.526325441883178,0.9374973215902884,1.0666697141104227,1,nullC_57,main
5.683912834805452,5.6283838486772195,0.936742806316383,1.0675288812009858,1,nullC_58,main
5.901914986619243,5.845652435548408,0.9362795226474931,1.0680571088133233,1,nullC_59,main
6.569744359194899,6.509931632107502,0.9333652325661406,1.071391953662831,1,nullC_60,main
6.87423354996306,6.81125648096307,0.9303628438269002,1.0748494596867801,1,nullC_61,main
6.520954195025467,6.454581537024337,0.9262573402642584,1.079613576627315,1,nullC_62,main
5.864174658636396,5.796663048348136,0.9239558925318234,1.0823027463570807,1,nullC_63,main
6.317042005639144,6.246942172246093,0.9219550555356854,1.0846515716744651,1,nullC_64,main
7.190570878175217,7.117423368088954,0.9200085604400454,1.0869464078917854,1,nullC_65,main
7.732895169000579,7.658554341350273,0.9194304109446608,1.0876298935691704,1,nullC_66,main
6.63428288033247,6.559942052682163,0.9179524943521521,1.0893809931915412,1,nullC_67,main
5.815972556818518,5.742386161493697,0.9173010283069193,1.090154670213027,1,nullC_68,main
7.619566483693577,7.537926353561659,0.9117290005957072,1.0968171456064446,1,nullC_69,main
5.839783205512237,5.757595580157226,0.9081358058915964,1.1011568903157745,1,nullC_70,main
8.46686434408078,8.377677008313478,0.9050393105468354,1.1049243810147742,1,nullC_71,main
6.4299824168197395,6.338509365771583,0.8996034447125504,1.11160090134996,1,nullC_72,main
7.288209347739134,7.194981602434828,0.899333049489817,1.1119351174376286,1,nullC_73,main
7.486035091069054,7.390290354755594,0.8970739230143595,1.1147353348983626,1,nullC_74,main
6.20683886550553,6.112629834638499,0.8962788818057307,1.1157241571789605,1,nullC_75,main
6.099740729949163,6.003995993635703,0.8944325744330951,1.1180272594989233,1,nullC_76,main
8.24372079276657,8.144062157131973,0.8942040034005448,1.1183130428818553,1,nullC_77,main
7.262891539754843,7.163232904120248,0.8927262760249572,1.120164183418797,1,nullC_78,main
5.870366628884317,5.773039902584699,0.8922177799509077,1.1208025915545226,1,nullC_79,main
6.509119737378463,6.409461101743867,0.8912880014297043,1.121971796317141,1,nullC_80,main
5.769987443576695,5.6696268072112685,0.8887784883403722,1.1251397430503893,1,nullC_81,main
6.607965572015096,6.501834421874882,0.88486284758535,1.1301186423736074,1,nullC_82,main
6.0030111034906115,5.897165969998516,0.8837028318058152,1.131602122352076,1,nullC_83,main
7.000527275287353,6.891299188636606,0.8825375608819562,1.1330962491847472,1,nullC_84,main
8.872329452188945,8.757166630018382,0.8796529741098977,1.1368119354247384,1,nullC_85,main
6.20683886550553,6.0963693137667185,0.8794769887219636,1.1370394141331404,1,nullC_86,main
6.288331899756713,6.174621510666467,0.8763772421267518,1.1410611229169374,1,nullC_87,main
7.123129597379685,7.004627873943609,0.8734731860455783,1.1448548346712721,1,nullC_88,main
7.550573612206625,7.430295689369292,0.8725495778962004,1.1460666824355068,1,nullC_89,main
8.55387572107041,8.431744229583755,0.872395577165138,1.146268993304063,1,nullC_90,main
6.8574264316466795,6.737148508809347,0.871121886838955,1.1479449834841204,1,nullC_91,main
5.619052200603411,5.502033057127558,0.8710425295613784,1.1480495682611036,1,nullC_92,main
5.968164372160444,5.849845313808444,0.8707997433801734,1.1483696539899189,1,nullC_93,main
6.545051746604527,6.424276187529008,0.8698792275404492,1.1495848714855077,1,nullC_94,main
6.04649621543035,5.923953285962167,0.8667385671526642,1.1537504362879742,1,nullC_95,main
7.000527275287353,6.867768691226412,0.8590700671421027,1.164049404406248,1,nullC_96,main
6.33665047702752,6.204122175063164,0.8575595324033732,1.1660998009052819,1,nullC_97,main
7.0397479884406335,6.903275379683321,0.8555172779721217,1.1688834647154682,1,nullC_98,main
8.75454641653256,8.61406578637771,0.8549969628312317,1.16959479796116,1,nullC_99,main
6.215572545474284,6.080368972420277,0.8545365220056621,1.1702249982867015,1,disease_0,main
8.061399235972615,7.920918605817764,0.8537980492892011,1.1712371571152147,1,disease_1,main
5.921333072476345,5.784781720461383,0.8522440676694845,1.1733727906543994,1,disease_2,main
7.019945361144455,6.879464730989603,0.8515515702921171,1.1743269989590401,1,disease_3,main
6.26963976674456,6.123618956214093,0.8440137816212586,1.1848147764591104,1,disease_4,main
6.545051746604527,6.394862302322714,0.8407979923751769,1.1893463222659368,1,disease_5,main
5.914818391455151,5.765287925780382,0.8393427252719319,1.1914084317297418,1,disease_6,main
7.214101375585412,7.059436110438604,0.8383348106805968,1.1928408402701975,1,disease_7,main
5.968164372160444,5.816784451547557,0.8377197044103043,1.1937166987183736,1,disease_8,main
5.753273962602954,5.6018042108725075,0.8368168054008397,1.1950046814858057,1,disease_9,main
8.649185900874734,8.488902643423703,0.8361153312880483,1.1960072523242515,1,disease_10,main
7.123129597379685,6.952668135012898,0.8230954135478602,1.2149259776453043,1,disease_11,main
6.2604231116396365,6.0910073706253325,0.8213137951742694,1.2175614313014387,1,disease_12,main
6.962786947304505,6.789516494326663,0.8199839270306436,1.2195360994711657,1,disease_13,main
6.5823231414017584,6.409461101743867,0.8191610372493325,1.220761186784357,1,disease_14,main
6.607965572015096,6.431766859258166,0.8160943916208427,1.2253484526635487,1,disease_15,main
6.762116251842355,6.577183859116669,0.8084296473575383,1.2369660158662352,1,disease_16,main
7.584475163882306,7.390290354755594,0.8024215376393867,1.246227765697643,1,disease_17,main
